1003,Hamilton 2.2 ml deep well plate,Hamilton 2.2 ml deep well plate with 96 wells (P/N: 235656),HAM_DW_22_ml.rck,HAMILTON\\HAM_DW_22_ml.rck
1019,,,Ham_DW_Rgt_96_L.rck,HAMILTON\\Ham_DW_Rgt_96_L.rck
1008,,,Ham_DW_Rgt_96_L.rck,HAMILTON\\Ham_DW_Rgt_96_L.rck
1019,,,Ham_DW_Rgt_L.rck,HAMILTON\\Ham_DW_Rgt_L.rck
1008,,,Ham_DW_Rgt_L.rck,HAMILTON\\Ham_DW_Rgt_L.rck
1019,,,Ham_DW_Rgt_P.rck,HAMILTON\\Ham_DW_Rgt_P.rck
1008,,,Ham_DW_Rgt_P.rck,HAMILTON\\Ham_DW_Rgt_P.rck
1008,,,Ham_TCC_RGT_TUB.rck,HAMILTON\\Ham_TCC_RGT_TUB.rck
1019,,,Ham_TCC_RGT_TUB.rck,HAMILTON\\Ham_TCC_RGT_TUB.rck
1021,,,Ham_TCC_RGT_TUB.rck,HAMILTON\\Ham_TCC_RGT_TUB.rck
1003,,,IST_96_C18_10mg.rck,IST\\IST_96_C18_10mg.rck
1003,,,Kda_96_Rd.rck,KAYCO_DALLAS\\Kda_96_Rd.rck
1003,,,Lab_96_Fl.rck,LABSYSTEMS\\Lab_96_Fl.rck
1001,,,Limbro_24_Large.rck,Limbro\\Limbro_24_Large.rck
1001,,,Limbro_24_Small.rck,Limbro\\Limbro_24_Small.rck
1002,,,Limbro_48_Large.rck,Limbro\\Limbro_48_Large.rck
1003,,,Limbro_96_Large.rck,Limbro\\Limbro_96_Large.rck
1020,,,MNa_96_Filter.rck,MACHEREY-NAGEL\\MNa_96_Filter.rck
1003,,,MNa_96_Filter.rck,MACHEREY-NAGEL\\MNa_96_Filter.rck
1020,,,MNElutionPlate.rck,MACHEREY-NAGEL\\MNElutionPlate.rck
1003,,,MNElutionPlate.rck,MACHEREY-NAGEL\\MNElutionPlate.rck
1009,,,MNFilterPlate.rck,MACHEREY-NAGEL\\MNFilterPlate.rck
1003,,,MNFilterPlate.rck,MACHEREY-NAGEL\\MNFilterPlate.rck
1020,,,MNFilterPlate.rck,MACHEREY-NAGEL\\MNFilterPlate.rck
1020,,,MNWashPlate.rck,MACHEREY-NAGEL\\MNWashPlate.rck
1003,,,MNWashPlate.rck,MACHEREY-NAGEL\\MNWashPlate.rck
1020,,,NucleoFast.rck,MACHEREY-NAGEL\\NucleoFast.rck
1003,,,NucleoFast.rck,MACHEREY-NAGEL\\NucleoFast.rck
1020,,,NucleoFast_96.rck,MACHEREY-NAGEL\\NucleoFast_96.rck
1003,,,NucleoFast_96.rck,MACHEREY-NAGEL\\NucleoFast_96.rck
1006,,,Mrx_96_DW.rck,MATRIX\\Mrx_96_DW.rck
1003,,,Mrx_96_DW.rck,MATRIX\\Mrx_96_DW.rck
1021,,,MJR_384_TC.rck,MJ_RESEARCH\\MJR_384_TC.rck
1004,,,MJR_384_TC.rck,MJ_RESEARCH\\MJR_384_TC.rck
1021,,,MJR_96_TC.rck,MJ_RESEARCH\\MJR_96_TC.rck
1003,,,MJR_96_TC.rck,MJ_RESEARCH\\MJR_96_TC.rck
20006,4ml Tip with Filter,Tip Rack 24x 4ml Tip with Filter landscape oriented,4mlTF_L.rck,ML_STAR\\4mlTF_L.rck
20006,5ml Tip,Tip Rack 24x 5ml Tip landscape oriented,5mlT_L.rck,ML_STAR\\5mlT_L.rck
153,Car_TCC_1,Temperature controlled carrier 1,Car_TCC_1.tml,ML_STAR\\Car_TCC_1.tml
153,Car_TCC_2,Temperature controlled carrier 2,Car_TCC_2.tml,ML_STAR\\Car_TCC_2.tml
183,Car_Wash_1_1000ulNeedle,Third generation wash station 1 with 1000ul needles,Car_Wash_1_1000ulNeedle.tml,ML_STAR\\Car_Wash_1_1000ulNeedle.tml
183,Car_Wash_1_300ulNeedle,Third generation wash station 1 with 300ul needles,Car_Wash_1_300ulNeedle.tml,ML_STAR\\Car_Wash_1_300ulNeedle.tml
183,Car_Wash_2_1000ulNeedle,Third generation wash station 2 with 1000ul needles,Car_Wash_2_1000ulNeedle.tml,ML_STAR\\Car_Wash_2_1000ulNeedle.tml
183,Car_Wash_2_300ulNeedle,Third generation wash station 2 with 300ul needles,Car_Wash_2_300ulNeedle.tml,ML_STAR\\Car_Wash_2_300ulNeedle.tml
173,1000ul High Volume Tip with filter,Rack with 96 1000ul High Volume Tip with filter,HTF_L.rck,ML_STAR\\HTF_L.rck
173,1000ul High Volume Tip,Rack with 96 1000ul High Volume Tip,HT_L.rck,ML_STAR\\HT_L.rck
170,10ul Low Volume Tip with filter,Rack with 96 10ul Low Volume Tip with filter,LTF_L.rck,ML_STAR\\LTF_L.rck
170,10ul Low Volume Tip,Rack with 96 10ul Low Volume Tip,LT_L.rck,ML_STAR\\LT_L.rck
170,NTR 10ul Low Volume Tip,Nestable Tip Rack for 10ul Low Volume Tip,LT_L_NE_stack.rck,ML_STAR\\LT_L_NE_stack.rck
144,PCR_CAR_L5_384_A00,Carrier for 5 384Well PCR Plates,PCR_CAR_L5_384_A00.tml,ML_STAR\\PCR_CAR_L5_384_A00.tml
20008,150ul Piercing Tip Filter,Rack with 96 150ul Piercing Tips with filters,PiercingTip150ulFilter.rck,ML_STAR\\PiercingTip150ulFilter.rck
144,PLT_CAR_L5AC_A00,Carrier for 5 deep well 96 Well PCR Plates,PLT_CAR_L5AC_A00.tml,ML_STAR\\PLT_CAR_L5AC_A00.tml
144,PLT_CAR_L5FLEX_AC_A00,Plate carrier with 5 adjustable (height) portrait positions for archive plates,PLT_CAR_L5FLEX_AC_A00.tml,ML_STAR\\PLT_CAR_L5FLEX_AC_A00.tml
144,PLT_CAR_L5FLEX_MD_A00,Plate carrier with 5 adjustable (height) positions for MTP,PLT_CAR_L5FLEX_MD_A00.tml,ML_STAR\\PLT_CAR_L5FLEX_MD_A00.tml
144,PLT_CAR_L5MD_A00,Carrier for 5 96/384-Well Plates,PLT_CAR_L5MD_A00.tml,ML_STAR\\PLT_CAR_L5MD_A00.tml
144,PLT_CAR_L5PCR_A00,Plate carrier for 5 PCR landscape plates [revision 00],PLT_CAR_L5PCR_A00.tml,ML_STAR\\PLT_CAR_L5PCR_A00.tml
144,PLT_CAR_L5PCR_A01,Plate carrier for 5 PCR landscape plates [revision 01],PLT_CAR_L5PCR_A01.tml,ML_STAR\\PLT_CAR_L5PCR_A01.tml
144,PLT_CAR_L5_DWP,Plate Carrier 5 Landscape DWP with Precision Tabs PN: 93522 Hamilton,PLT_CAR_L5_DWP.tml,ML_STAR\\PLT_CAR_L5_DWP.tml
144,PLT_CAR_L5_MTP,Plate Carrier 5 Landscape MTP with Precision Tabs PN: 93521 Hamilton,PLT_CAR_L5_MTP.tml,ML_STAR\\PLT_CAR_L5_MTP.tml
144,PLT_CAR_P3AC_A00,Carrier for 3 96 Deep Well Plates (portrait),PLT_CAR_P3AC_A00.tml,ML_STAR\\PLT_CAR_P3AC_A00.tml
144,PLT_CAR_P3AC_A01,Carrier for 3 96 Deep Well Plates (portrait),PLT_CAR_P3AC_A01.tml,ML_STAR\\PLT_CAR_P3AC_A01.tml
144,PLT_CAR_P3MD_A00,Carrier for 3 96/384-Well Plates (Portrait),PLT_CAR_P3MD_A00.tml,ML_STAR\\PLT_CAR_P3MD_A00.tml
144,PLT_CAR_P3MD_A01,Carrier for 3 96/384-Well Plates (Portrait),PLT_CAR_P3MD_A01.tml,ML_STAR\\PLT_CAR_P3MD_A01.tml
145,RGT_CAR_12R_A00,Carrier for 12 Reagent Troughs 100 ml,RGT_CAR_12R_A00.tml,ML_STAR\\RGT_CAR_12R_A00.tml
153,RGT_CAR_2R6C_B00,Carrier with 2 reagent containers and 6 control positions,RGT_CAR_2R6C_B00.tml,ML_STAR\\RGT_CAR_2R6C_B00.tml
145,RGT_CAR_2R6C_B00,Carrier with 2 reagent containers and 6 control positions,RGT_CAR_2R6C_B00.tml,ML_STAR\\RGT_CAR_2R6C_B00.tml
20009,Slim Tip 300µl,Rack with 96 Slim CO-RE Tips 300µl,SlimTip300ul.rck,ML_STAR\\SlimTip300ul.rck
20009,SlimTip300µlFilter,Rack with 96 Slim CO-RE Tips 300µl with filters,SlimTip300ulFilter.rck,ML_STAR\\SlimTip300ulFilter.rck
147,SMP_CAR_12_29x115_A00,Sample carrier with 12 positions with preloaded 29x115 mm tubes,SMP_CAR_12_29x115_A00.rck,ML_STAR\\SMP_CAR_12_29x115_A00.rck
148,SMP_CAR_16_25x90_A00,Sample carrier with 16 positions with preloaded 25x90 mm tubes [revision 00],SMP_CAR_16_25x90_A00.rck,ML_STAR\\SMP_CAR_16_25x90_A00.rck
148,SMP_CAR_16_25x90_A01,Sample carrier with 16 positions with preloaded 25x90 mm tubes [revision 01],SMP_CAR_16_25x90_A01.rck,ML_STAR\\SMP_CAR_16_25x90_A01.rck
177,SMP_CAR_24C12_15x100_A00,Sample carrier with 20 positions with preloaded 15x100 mm tubes for 12 channel instruments [revision 00],SMP_CAR_24C12_15x100_A00.rck,ML_STAR\\SMP_CAR_24C12_15x100_A00.rck
177,SMP_CAR_24C12_15x75_A00,Sample carrier with 20 positions with preloaded 15x75 mm tubes for 12 channel instruments [revision 00],SMP_CAR_24C12_15x75_A00.rck,ML_STAR\\SMP_CAR_24C12_15x75_A00.rck
177,SMP_CAR_24C12_15x95_A00,Sample carrier with 20 positions with preloaded 15x95 mm tubes for 12 channel instruments [revision 00],SMP_CAR_24C12_15x95_A00.rck,ML_STAR\\SMP_CAR_24C12_15x95_A00.rck
177,SMP_CAR_24C12_17x100_A00,Sample carrier with 20 positions with preloaded 17x100 mm tubes for 12 channel instruments [revision 00],SMP_CAR_24C12_17x100_A00.rck,ML_STAR\\SMP_CAR_24C12_17x100_A00.rck
177,SMP_CAR_24C12_17x75_A00,Sample carrier with 20 positions with preloaded 17x75 mm tubes for 12 channel instruments [revision 00],SMP_CAR_24C12_17x75_A00.rck,ML_STAR\\SMP_CAR_24C12_17x75_A00.rck
177,SMP_CAR_24C12_17x95_A00,Sample carrier with 20 positions with preloaded 17x95 mm tubes for 12 channel instruments [revision 00],SMP_CAR_24C12_17x95_A00.rck,ML_STAR\\SMP_CAR_24C12_17x95_A00.rck
